1.899776403038355710e+01,5.649776403038355710e+01,1.137718118054621357e+02,5.526490525558122044e+02,8.771756506081374027e+02
2.052846965965490966e+01,1.064395413222727882e+02,1.255308905806323168e+02,4.139989777382547800e+02,4.589989777382547800e+02
2.112841244958268661e+01,9.749380948302079730e+01,3.593736336474570976e+02,3.893736336474570976e+02,4.268736336474570976e+02
2.126167998159676031e+01,8.876167998159675676e+01,4.290976068732489921e+02,8.930375266289943283e+02,9.080375266289943283e+02
2.174769757790478408e+01,1.224784171216949460e+02,1.602524369506162429e+02,6.821848466758297036e+02,6.896848466758297036e+02
2.220803031299973540e+01,5.084505420053902469e+01,3.393131413581614879e+02,3.543131413581614879e+02,5.116848298287245029e+02
2.255915360692662830e+01,1.232898731507167867e+02,1.710182462966156152e+02,2.723137786396671345e+02,6.557594880902806835e+02
2.305028023930703185e+01,4.214162949766655686e+01,2.219949877497385842e+02,3.965815371926960893e+02,5.147596582595895143e+02
2.348729453046155413e+01,8.644399424533040133e+01,3.483238184097666590e+02,3.858238184097666590e+02,8.399470037493757673e+02
2.695714123134030160e+01,7.195714123134030160e+01,1.387768636355986587e+02,6.496654471426588771e+02,6.571654471426588771e+02
2.752238648839245627e+01,7.525075963429128478e+01,1.507987992921339071e+02,3.081704877626968937e+02,7.721104075184422300e+02
2.765713773987760860e+01,1.120700813590872400e+02,5.434465044910274401e+02,8.053263286554637261e+02,8.435090271721827548e+02
2.970517423668785995e+01,1.647658840274232830e+02,4.266457081918595691e+02,4.648284067085786546e+02,5.221024544836571977e+02
3.181701835270074241e+01,1.177280900153186280e+02,1.626914295783366242e+02,3.754013838856192251e+02,8.434131291468190739e+02
3.203453033395886962e+01,5.453453033395886962e+01,1.426739099347752813e+02,5.967970952743844464e+02,6.117970952743844464e+02
3.297713767452466982e+01,4.797713767452466982e+01,1.830378474652600858e+02,2.355378474652600858e+02,4.101243969082175909e+02
3.338270705270909389e+01,1.097481040861472081e+02,1.765678264904055368e+02,3.511543759333630419e+02,7.346000853839765341e+02
3.514891019307773945e+01,2.150022684451497810e+02,2.300022684451497810e+02,5.703381953368019595e+02,6.228381953368019595e+02
3.570292748462566834e+01,2.684849934085689824e+02,4.708200214421500505e+02,5.008200214421500505e+02,8.836979391952588685e+02
3.953167701927372946e+01,1.276710566200901269e+02,1.426710566200901269e+02,4.311391437777125475e+02,4.461391437777125475e+02
4.063518303807587984e+01,6.927220692561516557e+01,1.448202465834577879e+02,4.851561734751099948e+02,5.001561734751099948e+02
4.150168538051036649e+01,1.422324049243005106e+02,1.613237541826600250e+02,1.865064340686075752e+02,2.090064340686075752e+02
4.549855307641283986e+01,1.909873442788774014e+02,6.847242401230212181e+02,9.466040642874575042e+02,9.766040642874575042e+02
4.564096334803844002e+01,1.975842618626157616e+02,2.071299364917955188e+02,7.290623462170090079e+02,7.440623462170090079e+02
4.610438816448894528e+01,7.474141205202823812e+01,1.085065894997120921e+02,5.765183347609118982e+02,5.956096840192714126e+02
4.762592379131316989e+01,7.012592379131316989e+01,2.499792820433852114e+02,2.786163059309245114e+02,2.936163059309245114e+02
4.778468540082933913e+01,1.659628064677227997e+02,1.945998303552620996e+02,2.197825102412096498e+02,4.000750647147236805e+02
4.850808376216299678e+01,7.714510764970228252e+01,3.390249318141385402e+02,3.615249318141385402e+02,8.834573415393520008e+02
4.936147159282937480e+01,8.713549142175068596e+01,1.157725153092899859e+02,1.495376927569738541e+02,1.781747166445131541e+02
5.163717886471015106e+01,8.941119869363146222e+01,1.271852185225527734e+02,6.380738020296130344e+02,6.530738020296130344e+02
5.214926934140581238e+01,2.320026275934778539e+02,2.770026275934778823e+02,2.995026275934778823e+02,3.445026275934778823e+02
5.285805083162071583e+01,1.053580508316207158e+02,1.305407307175682661e+02,1.591777546051075660e+02,6.231176743608529023e+02
5.376970434657113174e+01,6.876970434657113174e+01,8.376970434657113174e+01,2.292584955490357004e+02,3.641485142380897173e+02
5.798976905671285920e+01,8.798976905671285920e+01,4.708676868098216346e+02,5.841897462965855539e+02,6.223724448133045826e+02
5.985676441683649074e+01,8.849378830437578358e+01,1.136764681903233196e+02,6.074133640344671221e+02,6.149133640344671221e+02
6.161418183650533820e+01,6.911418183650533820e+01,1.446622214943479605e+02,1.824362413232692575e+02,5.984466815554468440e+02
6.232501451708473894e+01,2.951070804410280743e+02,3.101070804410280743e+02,7.802267854061236676e+02,1.163672494856737103e+03
6.375820323480726870e+01,1.144059694063330426e+02,5.685291547459421508e+02,5.835291547459421508e+02,6.360291547459421508e+02
6.381898844442930852e+01,1.020016869611483656e+02,1.864146305803579935e+02,2.150516544678972934e+02,7.369840641931107257e+02
6.420029624812573843e+01,2.161435947627030600e+02,4.184786227962840712e+02,4.484786227962840712e+02,4.859786227962840712e+02
6.610946034331382748e+01,7.565513497249358466e+01,2.779901630060746243e+02,2.929901630060746243e+02,4.503618514766376393e+02
6.766434547293467006e+01,1.306210451878035315e+02,1.497123944461630458e+02,2.678905155130565277e+02,8.010897108207175279e+02
6.790355294706090206e+01,8.699490220542043062e+01,4.115215002577456858e+02,4.265215002577456858e+02,8.099672097083591780e+02
6.853325024226795392e+01,1.818553097290318874e+02,2.070379896149794376e+02,2.448120094439007630e+02,2.673120094439007630e+02
6.869019053736448654e+01,8.128153048033826167e+01,2.161715491693922786e+02,6.702947345090013869e+02,6.852947345090013869e+02
6.894656753608740019e+01,8.803791679444692875e+01,3.765060039520693635e+02,4.520540436099120143e+02,5.401934232107283833e+02
6.927381447622067867e+01,1.874519355431141321e+02,1.949519355431141321e+02,7.058405190501744073e+02,7.208405190501744073e+02
7.215170425932861065e+01,2.240950027739059465e+02,6.629722435242559868e+02,6.854722435242559868e+02,8.878072715578369980e+02
7.295019610880289918e+01,1.235979622803286730e+02,1.426893115386882016e+02,5.261350209893016654e+02,5.711350209893016654e+02
7.381391339737751878e+01,1.862222623049225376e+02,6.542340075661222727e+02,8.565690355997032839e+02,9.090690355997032839e+02
7.403057805886525955e+01,1.026676019464045453e+02,5.706793472076043372e+02,5.856793472076043372e+02,6.524990696118626374e+02
7.446387521844368962e+01,1.757594075614952374e+02,3.106494262505492543e+02,6.509853531422014612e+02,6.659853531422014612e+02
7.693940811466841012e+01,1.902614676014323436e+02,3.084395886683258254e+02,3.309395886683258254e+02,8.010592936334214755e+02
7.874500477381448604e+01,3.115270706977578357e+02,7.656502560373669439e+02,8.031502560373669439e+02,8.481502560373669439e+02
7.894362732627143941e+01,3.408234514907077255e+02,3.483234514907077255e+02,4.832134701797617709e+02,9.571683104532380639e+02
8.015451381285924981e+01,3.686226009704816988e+02,3.836226009704816988e+02,8.537423059355772921e+02,8.987423059355772921e+02
8.031772074740071332e+01,1.816132530904522469e+02,3.852975607739026600e+02,4.002975607739026600e+02,4.227975607739026600e+02
8.240077550004171769e+01,1.330485416715674774e+02,2.343440740146190251e+02,5.746800009062712888e+02,5.896800009062712888e+02
8.418852880096513047e+01,2.644810832744791469e+02,3.993711019635331922e+02,4.218711019635331922e+02,4.368711019635331922e+02
8.445944874200490915e+01,9.945944874200490915e+01,2.176375698088983768e+02,7.465222378946309618e+02,7.690222378946309618e+02
8.599305475450721303e+01,1.234930547545072130e+02,1.741408209260329727e+02,5.575865303766464649e+02,6.148605781517250080e+02
8.605925192139694957e+01,2.380025504359742854e+02,2.680025504359742854e+02,3.055025504359742854e+02,3.130025504359742854e+02
8.616353264913254861e+01,1.011635326491325486e+02,2.814560871226465792e+02,4.163461058117005678e+02,8.704692911513096760e+02
8.718193458289543685e+01,1.378297007544211965e+02,1.828297007544211965e+02,2.053297007544211965e+02,2.721494231586795536e+02
8.845336737763223312e+01,1.514100670925010945e+02,1.739100670925010945e+02,1.990927469784486448e+02,2.277297708659879447e+02
8.846412259806979250e+01,1.559091319425967868e+02,2.131831797176753867e+02,3.265052392044393059e+02,3.415052392044393059e+02
9.134291689107847390e+01,5.073533571232560462e+02,7.096883851568370574e+02,7.621883851568370574e+02,7.771883851568370574e+02
9.250811763816926714e+01,4.328440445298214740e+02,9.029637494949170105e+02,9.404637494949170105e+02,9.854637494949170105e+02
9.305221602580728302e+01,1.121435652841668116e+02,2.303216863510602934e+02,6.844448716906694017e+02,1.067890581141282837e+03
9.361949251096518765e+01,2.509911809815282027e+02,2.659911809815282027e+02,4.233628694520912177e+02,4.424542187104507320e+02
9.388831512711676908e+01,1.013883151271167691e+02,4.842662328802255161e+02,6.362095313948028661e+02,6.887095313948028661e+02
9.469730870783168086e+01,2.466406072224090167e+02,7.105805269781543529e+02,7.330805269781543529e+02,9.129338852302264513e+02
9.479264102961069227e+01,1.199753209155582283e+02,3.002678753890722874e+02,4.351578940781263327e+02,9.091127343516027395e+02
9.516254458071703937e+01,2.697490940236745587e+02,2.983861179112138302e+02,3.133861179112138302e+02,3.977990615304234439e+02
9.856173230965026733e+01,5.299381554415904247e+02,5.374381554415904247e+02,9.688145785735305253e+02,9.838145785735305253e+02
